pop100,CountyName,StateName,State_Alpha,Rent50_0
190365,Gaston County,North Carolina,NC,587
63780,Lincoln County,North Carolina,NC,587
695454,Mecklenburg County,North Carolina,NC,587
130340,Rowan County,North Carolina,NC,587
123677,Union County,North Carolina,NC,587
302963,Cumberland County,North Carolina,NC,430
113329,Wayne County,North Carolina,NC,396
130800,Alamance County,North Carolina,NC,464
147246,Davidson County,North Carolina,NC,464
34835,Davie County,North Carolina,NC,464
306067,Forsyth County,North Carolina,NC,464
421048,Guilford County,North Carolina,NC,464
130454,Randolph County,North Carolina,NC,464
44711,Stokes County,North Carolina,NC,464
36348,Yadkin County,North Carolina,NC,464
133798,Pitt County,North Carolina,NC,484
33603,Alexander County,North Carolina,NC,448
89148,Burke County,North Carolina,NC,448
77415,Caldwell County,North Carolina,NC,448
141685,Catawba County,North Carolina,NC,448
150355,Onslow County,North Carolina,NC,409
18190,Currituck County,North Carolina,NC,562
49329,Chatham County,North Carolina,NC,604
223314,Durham County,North Carolina,NC,604
47260,Franklin County,North Carolina,NC,604
121965,Johnston County,North Carolina,NC,604
118227,Orange County,North Carolina,NC,604
627846,Wake County,North Carolina,NC,604
55606,Edgecombe County,North Carolina,NC,387
87420,Nash County,North Carolina,NC,387
73143,Brunswick County,North Carolina,NC,525
160307,New Hanover County,North Carolina,NC,525
10677,Alleghany County,North Carolina,NC,336
25275,Anson County,North Carolina,NC,336
24384,Ashe County,North Carolina,NC,336
17167,Avery County,North Carolina,NC,374
44958,Beaufort County,North Carolina,NC,336
19773,Bertie County,North Carolina,NC,336
32278,Bladen County,North Carolina,NC,336
6885,Camden County,North Carolina,NC,333
59383,Carteret County,North Carolina,NC,373
23501,Caswell County,North Carolina,NC,336
24298,Cherokee County,North Carolina,NC,336
14526,Chowan County,North Carolina,NC,336
8775,Clay County,North Carolina,NC,336
96287,Cleveland County,North Carolina,NC,429
54749,Columbus County,North Carolina,NC,336
91436,Craven County,North Carolina,NC,338
29967,Dare County,North Carolina,NC,344
49063,Duplin County,North Carolina,NC,336
10516,Gates County,North Carolina,NC,336
7993,Graham County,North Carolina,NC,336
48498,Granville County,North Carolina,NC,354
18974,Greene County,North Carolina,NC,336
57370,Halifax County,North Carolina,NC,336
91025,Harnett County,North Carolina,NC,373
54033,Haywood County,North Carolina,NC,349
89173,Henderson County,North Carolina,NC,436
22601,Hertford County,North Carolina,NC,336
33646,Hoke County,North Carolina,NC,336
5826,Hyde County,North Carolina,NC,336
122660,Iredell County,North Carolina,NC,459
33121,Jackson County,North Carolina,NC,413
10381,Jones County,North Carolina,NC,336
49040,Lee County,North Carolina,NC,327
59648,Lenoir County,North Carolina,NC,336
42151,McDowell County,North Carolina,NC,344
29811,Macon County,North Carolina,NC,336
25593,Martin County,North Carolina,NC,336
15687,Mitchell County,North Carolina,NC,341
26822,Montgomery County,North Carolina,NC,336
74769,Moore County,North Carolina,NC,393
22086,Northampton County,North Carolina,NC,336
12934,Pamlico County,North Carolina,NC,336
34897,Pasquotank County,North Carolina,NC,388
41082,Pender County,North Carolina,NC,404
11368,Perquimans County,North Carolina,NC,336
35623,Person County,North Carolina,NC,333
18324,Polk County,North Carolina,NC,431
46564,Richmond County,North Carolina,NC,336
123339,Robeson County,North Carolina,NC,336
91928,Rockingham County,North Carolina,NC,336
62899,Rutherford County,North Carolina,NC,403
60161,Sampson County,North Carolina,NC,336
35998,Scotland County,North Carolina,NC,336
58100,Stanly County,North Carolina,NC,329
71219,Surry County,North Carolina,NC,336
12968,Swain County,North Carolina,NC,336
29334,Transylvania County,North Carolina,NC,382
4149,Tyrrell County,North Carolina,NC,336
42954,Vance County,North Carolina,NC,355
19972,Warren County,North Carolina,NC,336
13723,Washington County,North Carolina,NC,336
42695,Watauga County,North Carolina,NC,446
65632,Wilkes County,North Carolina,NC,375
73814,Wilson County,North Carolina,NC,355
17774,Yancey County,North Carolina,NC,336
69416,Burleigh County,North Dakota,ND,399
25303,Morton County,North Dakota,ND,399
123138,Cass County,North Dakota,ND,390
66109,Grand Forks County,North Dakota,ND,408
2593,Adams County,North Dakota,ND,265
11775,Barnes County,North Dakota,ND,266
6964,Benson County,North Dakota,ND,302
888,Billings County,North Dakota,ND,288
7149,Bottineau County,North Dakota,ND,265
3242,Bowman County,North Dakota,ND,265
2242,Burke County,North Dakota,ND,288
4831,Cavalier County,North Dakota,ND,266
5757,Dickey County,North Dakota,ND,288
2283,Divide County,North Dakota,ND,265
3600,Dunn County,North Dakota,ND,265
2757,Eddy County,North Dakota,ND,265
4331,Emmons County,North Dakota,ND,265
3759,Foster County,North Dakota,ND,270
1924,Golden Valley County,North Dakota,ND,264
2841,Grant County,North Dakota,ND,265
2754,Griggs County,North Dakota,ND,265
2715,Hettinger County,North Dakota,ND,265
2753,Kidder County,North Dakota,ND,265
4701,LaMoure County,North Dakota,ND,288
2308,Logan County,North Dakota,ND,265
5987,McHenry County,North Dakota,ND,265
3390,McIntosh County,North Dakota,ND,265
5737,McKenzie County,North Dakota,ND,265
9311,McLean County,North Dakota,ND,281
8644,Mercer County,North Dakota,ND,265
6631,Mountrail County,North Dakota,ND,293
3715,Nelson County,North Dakota,ND,265
2065,Oliver County,North Dakota,ND,265
8585,Pembina County,North Dakota,ND,265
4675,Pierce County,North Dakota,ND,265
12066,Ramsey County,North Dakota,ND,278
5890,Ransom County,North Dakota,ND,271
2610,Renville County,North Dakota,ND,307
17998,Richland County,North Dakota,ND,289
13674,Rolette County,North Dakota,ND,291
4366,Sargent County,North Dakota,ND,265
1710,Sheridan County,North Dakota,ND,265
4044,Sioux County,North Dakota,ND,265
767,Slope County,North Dakota,ND,265
22636,Stark County,North Dakota,ND,265
2258,Steele County,North Dakota,ND,265
21908,Stutsman County,North Dakota,ND,315
2876,Towner County,North Dakota,ND,300
8477,Traill County,North Dakota,ND,279
12389,Walsh County,North Dakota,ND,356
58795,Ward County,North Dakota,ND,262
5102,Wells County,North Dakota,ND,282
19761,Williams County,North Dakota,ND,265
152061,Portage County,Ohio,OH,458
542899,Summit County,Ohio,OH,458
42285,Brown County,Ohio,OH,345
28836,Carroll County,Ohio,OH,329
378098,Stark County,Ohio,OH,329
177977,Clermont County,Ohio,OH,412
845303,Hamilton County,Ohio,OH,412
158383,Warren County,Ohio,OH,412
102728,Ashtabula County,Ohio,OH,483
1393978,Cuyahoga County,Ohio,OH,483
90895,Geauga County,Ohio,OH,483
227511,Lake County,Ohio,OH,483
284664,Lorain County,Ohio,OH,483
151095,Medina County,Ohio,OH,483
109989,Delaware County,Ohio,OH,454
122759,Fairfield County,Ohio,OH,454
1068978,Franklin County,Ohio,OH,454
145491,Licking County,Ohio,OH,454
40213,Madison County,Ohio,OH,454
52727,Pickaway County,Ohio,OH,454
144742,Clark County,Ohio,OH,438
147886,Greene County,Ohio,OH,438
98868,Miami County,Ohio,OH,438
559062,Montgomery County,Ohio,OH,438
332807,Butler County,Ohio,OH,372
62319,Lawrence County,Ohio,OH,353
108473,Allen County,Ohio,OH,328
46611,Auglaize County,Ohio,OH,328
46966,Crawford County,Ohio,OH,329
128852,Richland County,Ohio,OH,329
63251,Washington County,Ohio,OH,345
73894,Jefferson County,Ohio,OH,333
42084,Fulton County,Ohio,OH,411
455054,Lucas County,Ohio,OH,411
121065,Wood County,Ohio,OH,411
70226,Belmont County,Ohio,OH,370
112075,Columbiana County,Ohio,OH,385
257555,Mahoning County,Ohio,OH,385
225116,Trumbull County,Ohio,OH,385
27330,Adams County,Ohio,OH,316
52523,Ashland County,Ohio,OH,316
62223,Athens County,Ohio,OH,445
38890,Champaign County,Ohio,OH,316
40543,Clinton County,Ohio,OH,357
36655,Coshocton County,Ohio,OH,316
53309,Darke County,Ohio,OH,344
39500,Defiance County,Ohio,OH,372
79551,Erie County,Ohio,OH,309
28433,Fayette County,Ohio,OH,343
31069,Gallia County,Ohio,OH,316
40792,Guernsey County,Ohio,OH,316
71295,Hancock County,Ohio,OH,398
31945,Hardin County,Ohio,OH,316
15856,Harrison County,Ohio,OH,316
29210,Henry County,Ohio,OH,361
40875,Highland County,Ohio,OH,316
28241,Hocking County,Ohio,OH,316
38943,Holmes County,Ohio,OH,316
59487,Huron County,Ohio,OH,367
32641,Jackson County,Ohio,OH,316
54500,Knox County,Ohio,OH,382
46005,Logan County,Ohio,OH,370
66217,Marion County,Ohio,OH,316
23072,Meigs County,Ohio,OH,316
40924,Mercer County,Ohio,OH,316
15180,Monroe County,Ohio,OH,316
14897,Morgan County,Ohio,OH,316
31628,Morrow County,Ohio,OH,316
84585,Muskingum County,Ohio,OH,316
14058,Noble County,Ohio,OH,316
40985,Ottawa County,Ohio,OH,314
20293,Paulding County,Ohio,OH,316
34078,Perry County,Ohio,OH,316
27695,Pike County,Ohio,OH,334
42337,Preble County,Ohio,OH,323
34726,Putnam County,Ohio,OH,327
73345,Ross County,Ohio,OH,366
61792,Sandusky County,Ohio,OH,310
79195,Scioto County,Ohio,OH,316
58683,Seneca County,Ohio,OH,317
47910,Shelby County,Ohio,OH,325
90914,Tuscarawas County,Ohio,OH,322
40909,Union County,Ohio,OH,312
29659,Van Wert County,Ohio,OH,316
12806,Vinton County,Ohio,OH,316
111564,Wayne County,Ohio,OH,318
39188,Williams County,Ohio,OH,351
22908,Wyandot County,Ohio,OH,316
57813,Garfield County,Oklahoma,OK,346
38972,Sequoyah County,Oklahoma,OK,385
114996,Comanche County,Oklahoma,OK,417
87697,Canadian County,Oklahoma,OK,398
208016,Cleveland County,Oklahoma,OK,398
33924,Logan County,Oklahoma,OK,398
27740,McClain County,Oklahoma,OK,398
660448,Oklahoma County,Oklahoma,OK,398
65521,Pottawatomie County,Oklahoma,OK,398
67367,Creek County,Oklahoma,OK,381
44437,Osage County,Oklahoma,OK,381
70641,Rogers County,Oklahoma,OK,381
563299,Tulsa County,Oklahoma,OK,381
57491,Wagoner County,Oklahoma,OK,381
21038,Adair County,Oklahoma,OK,285
6105,Alfalfa County,Oklahoma,OK,285
13879,Atoka County,Oklahoma,OK,285
5857,Beaver County,Oklahoma,OK,285
19799,Beckham County,Oklahoma,OK,289
11976,Blaine County,Oklahoma,OK,285
36534,Bryan County,Oklahoma,OK,285
30150,Caddo County,Oklahoma,OK,285
45621,Carter County,Oklahoma,OK,287
42521,Cherokee County,Oklahoma,OK,298
15342,Choctaw County,Oklahoma,OK,285
3148,Cimarron County,Oklahoma,OK,285
6031,Coal County,Oklahoma,OK,285
6614,Cotton County,Oklahoma,OK,285
14950,Craig County,Oklahoma,OK,285
26142,Custer County,Oklahoma,OK,277
37077,Delaware County,Oklahoma,OK,285
4743,Dewey County,Oklahoma,OK,285
4075,Ellis County,Oklahoma,OK,285
27210,Garvin County,Oklahoma,OK,285
45516,Grady County,Oklahoma,OK,316
5144,Grant County,Oklahoma,OK,285
6061,Greer County,Oklahoma,OK,285
3283,Harmon County,Oklahoma,OK,285
3562,Harper County,Oklahoma,OK,285
11792,Haskell County,Oklahoma,OK,285
14154,Hughes County,Oklahoma,OK,285
28439,Jackson County,Oklahoma,OK,285
6818,Jefferson County,Oklahoma,OK,285
10513,Johnston County,Oklahoma,OK,285
48080,Kay County,Oklahoma,OK,322
13926,Kingfisher County,Oklahoma,OK,289
10227,Kiowa County,Oklahoma,OK,285
10692,Latimer County,Oklahoma,OK,285
48109,Le Flore County,Oklahoma,OK,285
32080,Lincoln County,Oklahoma,OK,304
8831,Love County,Oklahoma,OK,289
34402,McCurtain County,Oklahoma,OK,285
19456,McIntosh County,Oklahoma,OK,285
7545,Major County,Oklahoma,OK,285
13184,Marshall County,Oklahoma,OK,285
38369,Mayes County,Oklahoma,OK,287
12623,Murray County,Oklahoma,OK,285
69451,Muskogee County,Oklahoma,OK,307
11411,Noble County,Oklahoma,OK,285
10569,Nowata County,Oklahoma,OK,285
11814,Okfuskee County,Oklahoma,OK,285
39685,Okmulgee County,Oklahoma,OK,289
33194,Ottawa County,Oklahoma,OK,305
16612,Pawnee County,Oklahoma,OK,325
68190,Payne County,Oklahoma,OK,383
43953,Pittsburg County,Oklahoma,OK,285
35143,Pontotoc County,Oklahoma,OK,285
11667,Pushmataha County,Oklahoma,OK,285
3436,Roger Mills County,Oklahoma,OK,285
24894,Seminole County,Oklahoma,OK,285
43182,Stephens County,Oklahoma,OK,289
20107,Texas County,Oklahoma,OK,285
9287,Tillman County,Oklahoma,OK,285
48996,Washington County,Oklahoma,OK,289
11508,Washita County,Oklahoma,OK,285
9089,Woods County,Oklahoma,OK,285
18486,Woodward County,Oklahoma,OK,285
78153,Benton County,Oregon,OR,451
322959,Lane County,Oregon,OR,395
181269,Jackson County,Oregon,OR,392
338391,Clackamas County,Oregon,OR,546
43560,Columbia County,Oregon,OR,546
660486,Multnomah County,Oregon,OR,546
445342,Washington County,Oregon,OR,546
84992,Yamhill County,Oregon,OR,546
284834,Marion County,Oregon,OR,463
62380,Polk County,Oregon,OR,463
16741,Baker County,Oregon,OR,358
35630,Clatsop County,Oregon,OR,417
62779,Coos County,Oregon,OR,361
19182,Crook County,Oregon,OR,358
21137,Curry County,Oregon,OR,360
115367,Deschutes County,Oregon,OR,435
100399,Douglas County,Oregon,OR,358
1915,Gilliam County,Oregon,OR,358
7935,Grant County,Oregon,OR,358
7609,Harney County,Oregon,OR,358
20411,Hood River County,Oregon,OR,420
19009,Jefferson County,Oregon,OR,358
75726,Josephine County,Oregon,OR,357
63775,Klamath County,Oregon,OR,358
7422,Lake County,Oregon,OR,358
44479,Lincoln County,Oregon,OR,434
103069,Linn County,Oregon,OR,434
31615,Malheur County,Oregon,OR,358
10995,Morrow County,Oregon,OR,358
1934,Sherman County,Oregon,OR,358
24262,Tillamook County,Oregon,OR,358
70548,Umatilla County,Oregon,OR,358
24530,Union County,Oregon,OR,358
7226,Wallowa County,Oregon,OR,358
23791,Wasco County,Oregon,OR,441
1547,Wheeler County,Oregon,OR,358
58802,Carbon County,Pennsylvania,PA,423
312090,Lehigh County,Pennsylvania,PA,423
267066,Northampton County,Pennsylvania,PA,423
129144,Blair County,Pennsylvania,PA,332
280843,Erie County,Pennsylvania,PA,331
213674,Cumberland County,Pennsylvania,PA,388
251798,Dauphin County,Pennsylvania,PA,388
120327,Lebanon County,Pennsylvania,PA,388
43602,Perry County,Pennsylvania,PA,388
152598,Cambria County,Pennsylvania,PA,337
80023,Somerset County,Pennsylvania,PA,337
470658,Lancaster County,Pennsylvania,PA,439
46302,Pike County,Pennsylvania,PA,573
597635,Bucks County,Pennsylvania,PA,587
433501,Chester County,Pennsylvania,PA,587
550864,Delaware County,Pennsylvania,PA,587
750097,Montgomery County,Pennsylvania,PA,587
1517550,Philadelphia County,Pennsylvania,PA,587
1281666,Allegheny County,Pennsylvania,PA,444
181412,Beaver County,Pennsylvania,PA,444
174083,Butler County,Pennsylvania,PA,444
148644,Fayette County,Pennsylvania,PA,444
202897,Washington County,Pennsylvania,PA,444
369993,Westmoreland County,Pennsylvania,PA,444
373638,Berks County,Pennsylvania,PA,346
64151,Columbia County,Pennsylvania,PA,346
213295,Lackawanna County,Pennsylvania,PA,346
319250,Luzerne County,Pennsylvania,PA,346
28080,Wyoming County,Pennsylvania,PA,346
120293,Mercer County,Pennsylvania,PA,364
135758,Centre County,Pennsylvania,PA,472
120044,Lycoming County,Pennsylvania,PA,336
381751,York County,Pennsylvania,PA,361
91292,Adams County,Pennsylvania,PA,321
72392,Armstrong County,Pennsylvania,PA,329
49984,Bedford County,Pennsylvania,PA,324
62761,Bradford County,Pennsylvania,PA,326
5974,Cameron County,Pennsylvania,PA,324
41765,Clarion County,Pennsylvania,PA,324
83382,Clearfield County,Pennsylvania,PA,324
37914,Clinton County,Pennsylvania,PA,324
90366,Crawford County,Pennsylvania,PA,324
35112,Elk County,Pennsylvania,PA,324
4946,Forest County,Pennsylvania,PA,324
129313,Franklin County,Pennsylvania,PA,324
14261,Fulton County,Pennsylvania,PA,324
40672,Greene County,Pennsylvania,PA,324
45586,Huntingdon County,Pennsylvania,PA,324
89605,Indiana County,Pennsylvania,PA,371
45932,Jefferson County,Pennsylvania,PA,324
22821,Juniata County,Pennsylvania,PA,324
94643,Lawrence County,Pennsylvania,PA,324
45936,McKean County,Pennsylvania,PA,324
46486,Mifflin County,Pennsylvania,PA,361
138687,Monroe County,Pennsylvania,PA,519
18236,Montour County,Pennsylvania,PA,377
94556,Northumberland County,Pennsylvania,PA,340
18080,Potter County,Pennsylvania,PA,324
150336,Schuylkill County,Pennsylvania,PA,321
37546,Snyder County,Pennsylvania,PA,386
6556,Sullivan County,Pennsylvania,PA,324
42238,Susquehanna County,Pennsylvania,PA,387
41373,Tioga County,Pennsylvania,PA,324
41624,Union County,Pennsylvania,PA,394
57565,Venango County,Pennsylvania,PA,324
43863,Warren County,Pennsylvania,PA,324
47722,Wayne County,Pennsylvania,PA,331
30802,Washington County,Rhode Island,RI,568
50648,Bristol County,Rhode Island,RI,441
167090,Kent County,Rhode Island,RI,441
24475,Newport County,Rhode Island,RI,441
621602,Providence County,Rhode Island,RI,441
91734,Washington County,Rhode Island,RI,441
60958,Newport County,Rhode Island,RI,654
1010,Washington County,Rhode Island,RI,785
142552,Aiken County,South Carolina,SC,438
24595,Edgefield County,South Carolina,SC,438
142651,Berkeley County,South Carolina,SC,458
309969,Charleston County,South Carolina,SC,458
96413,Dorchester County,South Carolina,SC,458
164614,York County,South Carolina,SC,587
216014,Lexington County,South Carolina,SC,491
320677,Richland County,South Carolina,SC,491
125761,Florence County,South Carolina,SC,385
165740,Anderson County,South Carolina,SC,453
52537,Cherokee County,South Carolina,SC,453
379616,Greenville County,South Carolina,SC,453
110757,Pickens County,South Carolina,SC,453
253791,Spartanburg County,South Carolina,SC,453
196629,Horry County,South Carolina,SC,487
104646,Sumter County,South Carolina,SC,396
26167,Abbeville County,South Carolina,SC,331
11211,Allendale County,South Carolina,SC,331
16658,Bamberg County,South Carolina,SC,331
23478,Barnwell County,South Carolina,SC,347
120937,Beaufort County,South Carolina,SC,471
15185,Calhoun County,South Carolina,SC,331
34068,Chester County,South Carolina,SC,331
42768,Chesterfield County,South Carolina,SC,331
32502,Clarendon County,South Carolina,SC,331
38264,Colleton County,South Carolina,SC,331
67394,Darlington County,South Carolina,SC,331
30722,Dillon County,South Carolina,SC,331
23454,Fairfield County,South Carolina,SC,326
55797,Georgetown County,South Carolina,SC,334
66271,Greenwood County,South Carolina,SC,332
21386,Hampton County,South Carolina,SC,331
20678,Jasper County,South Carolina,SC,331
52647,Kershaw County,South Carolina,SC,331
61351,Lancaster County,South Carolina,SC,346
69567,Laurens County,South Carolina,SC,331
20119,Lee County,South Carolina,SC,331
9958,McCormick County,South Carolina,SC,331
35466,Marion County,South Carolina,SC,331
28818,Marlboro County,South Carolina,SC,331
36108,Newberry County,South Carolina,SC,331
66215,Oconee County,South Carolina,SC,331
91582,Orangeburg County,South Carolina,SC,331
19181,Saluda County,South Carolina,SC,331
29881,Union County,South Carolina,SC,331
37217,Williamsburg County,South Carolina,SC,331
88565,Pennington County,South Dakota,SD,423
24131,Lincoln County,South Dakota,SD,397
148281,Minnehaha County,South Dakota,SD,397
3058,Aurora County,South Dakota,SD,297
17023,Beadle County,South Dakota,SD,297
3574,Bennett County,South Dakota,SD,297
7260,Bon Homme County,South Dakota,SD,330
28220,Brookings County,South Dakota,SD,323
35460,Brown County,South Dakota,SD,332
5364,Brule County,South Dakota,SD,297
2032,Buffalo County,South Dakota,SD,297
9094,Butte County,South Dakota,SD,350
1782,Campbell County,South Dakota,SD,297
9350,Charles Mix County,South Dakota,SD,297
4143,Clark County,South Dakota,SD,297
13537,Clay County,South Dakota,SD,332
25897,Codington County,South Dakota,SD,344
4181,Corson County,South Dakota,SD,297
7275,Custer County,South Dakota,SD,297
18741,Davison County,South Dakota,SD,331
6267,Day County,South Dakota,SD,332
4498,Deuel County,South Dakota,SD,297
5972,Dewey County,South Dakota,SD,297
3458,Douglas County,South Dakota,SD,330
4367,Edmunds County,South Dakota,SD,297
7453,Fall River County,South Dakota,SD,339
2640,Faulk County,South Dakota,SD,293
7847,Grant County,South Dakota,SD,297
4792,Gregory County,South Dakota,SD,300
2196,Haakon County,South Dakota,SD,297
5540,Hamlin County,South Dakota,SD,297
3741,Hand County,South Dakota,SD,297
3139,Hanson County,South Dakota,SD,299
1353,Harding County,South Dakota,SD,297
16481,Hughes County,South Dakota,SD,337
8075,Hutchinson County,South Dakota,SD,297
1671,Hyde County,South Dakota,SD,297
2930,Jackson County,South Dakota,SD,297
2295,Jerauld County,South Dakota,SD,297
1193,Jones County,South Dakota,SD,297
5815,Kingsbury County,South Dakota,SD,323
11276,Lake County,South Dakota,SD,297
21802,Lawrence County,South Dakota,SD,340
3895,Lyman County,South Dakota,SD,297
5832,McCook County,South Dakota,SD,297
2904,McPherson County,South Dakota,SD,297
4576,Marshall County,South Dakota,SD,352
24253,Meade County,South Dakota,SD,425
2083,Mellette County,South Dakota,SD,355
2884,Miner County,South Dakota,SD,297
6595,Moody County,South Dakota,SD,297
3363,Perkins County,South Dakota,SD,297
2693,Potter County,South Dakota,SD,297
10016,Roberts County,South Dakota,SD,297
2675,Sanborn County,South Dakota,SD,297
12466,Shannon County,South Dakota,SD,297
7454,Spink County,South Dakota,SD,319
2772,Stanley County,South Dakota,SD,297
1556,Sully County,South Dakota,SD,297
9050,Todd County,South Dakota,SD,328
6430,Tripp County,South Dakota,SD,297
8849,Turner County,South Dakota,SD,297
12584,Union County,South Dakota,SD,313
5974,Walworth County,South Dakota,SD,297
21652,Yankton County,South Dakota,SD,297
2519,Ziebach County,South Dakota,SD,297
307896,Hamilton County,Tennessee,TN,421
27776,Marion County,Tennessee,TN,421
134768,Montgomery County,Tennessee,TN,388
15540,Chester County,Tennessee,TN,305
91837,Madison County,Tennessee,TN,302
56742,Carter County,Tennessee,TN,352
53563,Hawkins County,Tennessee,TN,352
153048,Sullivan County,Tennessee,TN,352
17667,Unicoi County,Tennessee,TN,352
107198,Washington County,Tennessee,TN,352
71330,Anderson County,Tennessee,TN,354
105823,Blount County,Tennessee,TN,354
382032,Knox County,Tennessee,TN,354
39086,Loudon County,Tennessee,TN,354
71170,Sevier County,Tennessee,TN,354
17808,Union County,Tennessee,TN,354
28806,Fayette County,Tennessee,TN,494
897472,Shelby County,Tennessee,TN,494
51271,Tipton County,Tennessee,TN,494
35912,Cheatham County,Tennessee,TN,482
569891,Davidson County,Tennessee,TN,482
43156,Dickson County,Tennessee,TN,482
54433,Robertson County,Tennessee,TN,482
182023,Rutherford County,Tennessee,TN,482
130449,Sumner County,Tennessee,TN,482
126638,Williamson County,Tennessee,TN,482
88809,Wilson County,Tennessee,TN,482
37586,Bedford County,Tennessee,TN,274
16537,Benton County,Tennessee,TN,296
12367,Bledsoe County,Tennessee,TN,274
87965,Bradley County,Tennessee,TN,273
39854,Campbell County,Tennessee,TN,276
12826,Cannon County,Tennessee,TN,274
29475,Carroll County,Tennessee,TN,274
29862,Claiborne County,Tennessee,TN,274
7976,Clay County,Tennessee,TN,279
33565,Cocke County,Tennessee,TN,274
48014,Coffee County,Tennessee,TN,273
14532,Crockett County,Tennessee,TN,274
46802,Cumberland County,Tennessee,TN,290
11731,Decatur County,Tennessee,TN,274
17423,DeKalb County,Tennessee,TN,274
37279,Dyer County,Tennessee,TN,341
16625,Fentress County,Tennessee,TN,274
39270,Franklin County,Tennessee,TN,286
48152,Gibson County,Tennessee,TN,274
29447,Giles County,Tennessee,TN,270
20659,Grainger County,Tennessee,TN,279
62909,Greene County,Tennessee,TN,274
14332,Grundy County,Tennessee,TN,274
58128,Hamblen County,Tennessee,TN,274
6786,Hancock County,Tennessee,TN,274
28105,Hardeman County,Tennessee,TN,274
25578,Hardin County,Tennessee,TN,274
19797,Haywood County,Tennessee,TN,291
25522,Henderson County,Tennessee,TN,274
31115,Henry County,Tennessee,TN,274
22295,Hickman County,Tennessee,TN,327
8088,Houston County,Tennessee,TN,274
17929,Humphreys County,Tennessee,TN,274
10984,Jackson County,Tennessee,TN,274
44294,Jefferson County,Tennessee,TN,300
17499,Johnson County,Tennessee,TN,274
7954,Lake County,Tennessee,TN,274
27101,Lauderdale County,Tennessee,TN,270
39926,Lawrence County,Tennessee,TN,274
11367,Lewis County,Tennessee,TN,274
31340,Lincoln County,Tennessee,TN,273
49015,McMinn County,Tennessee,TN,274
24653,McNairy County,Tennessee,TN,274
20386,Macon County,Tennessee,TN,274
26767,Marshall County,Tennessee,TN,323
69498,Maury County,Tennessee,TN,391
11086,Meigs County,Tennessee,TN,274
38961,Monroe County,Tennessee,TN,274
5740,Moore County,Tennessee,TN,274
19757,Morgan County,Tennessee,TN,274
32450,Obion County,Tennessee,TN,314
20118,Overton County,Tennessee,TN,274
7631,Perry County,Tennessee,TN,274
4945,Pickett County,Tennessee,TN,274
16050,Polk County,Tennessee,TN,274
62315,Putnam County,Tennessee,TN,333
28400,Rhea County,Tennessee,TN,274
51910,Roane County,Tennessee,TN,296
21127,Scott County,Tennessee,TN,274
11370,Sequatchie County,Tennessee,TN,274
17712,Smith County,Tennessee,TN,274
12370,Stewart County,Tennessee,TN,274
7259,Trousdale County,Tennessee,TN,275
5508,Van Buren County,Tennessee,TN,274
38276,Warren County,Tennessee,TN,300
16842,Wayne County,Tennessee,TN,274
34895,Weakley County,Tennessee,TN,297
23102,White County,Tennessee,TN,279
126555,Taylor County,Texas,TX,389
113546,Potter County,Texas,TX,325
104312,Randall County,Texas,TX,325
57733,Bastrop County,Texas,TX,567
32194,Caldwell County,Texas,TX,567
97589,Hays County,Texas,TX,567
812280,Travis County,Texas,TX,567
249967,Williamson County,Texas,TX,567
48073,Hardin County,Texas,TX,365
252051,Jefferson County,Texas,TX,365
84966,Orange County,Texas,TX,365
241767,Brazoria County,Texas,TX,547
335227,Cameron County,Texas,TX,339
152415,Brazos County,Texas,TX,423
313645,Nueces County,Texas,TX,410
67138,San Patricio County,Texas,TX,410
491675,Collin County,Texas,TX,589
2218899,Dallas County,Texas,TX,589
432976,Denton County,Texas,TX,589
111360,Ellis County,Texas,TX,589
76596,Hunt County,Texas,TX,589
71313,Kaufman County,Texas,TX,589
43080,Rockwall County,Texas,TX,589
679622,El Paso County,Texas,TX,456
41100,Hood County,Texas,TX,536
126811,Johnson County,Texas,TX,536
88495,Parker County,Texas,TX,536
1446219,Tarrant County,Texas,TX,536
250158,Galveston County,Texas,TX,548
73277,Henderson County,Texas,TX,375
26031,Chambers County,Texas,TX,523
354452,Fort Bend County,Texas,TX,523
3400578,Harris County,Texas,TX,523
70154,Liberty County,Texas,TX,523
293768,Montgomery County,Texas,TX,523
32663,Waller County,Texas,TX,523
237974,Bell County,Texas,TX,456
74978,Coryell County,Texas,TX,456
193117,Webb County,Texas,TX,373
111379,Gregg County,Texas,TX,368
62110,Harrison County,Texas,TX,368
35291,Upshur County,Texas,TX,368
242628,Lubbock County,Texas,TX,348
569463,Hidalgo County,Texas,TX,324
121123,Ector County,Texas,TX,348
116009,Midland County,Texas,TX,348
104010,Tom Green County,Texas,TX,322
1392931,Bexar County,Texas,TX,425
78021,Comal County,Texas,TX,425
89023,Guadalupe County,Texas,TX,425
32408,Wilson County,Texas,TX,425
110595,Grayson County,Texas,TX,324
89306,Bowie County,Texas,TX,356
174706,Smith County,Texas,TX,404
84088,Victoria County,Texas,TX,409
213517,McLennan County,Texas,TX,353
8854,Archer County,Texas,TX,390
131664,Wichita County,Texas,TX,390
55109,Anderson County,Texas,TX,389
13004,Andrews County,Texas,TX,319
80130,Angelina County,Texas,TX,346
22497,Aransas County,Texas,TX,323
2148,Armstrong County,Texas,TX,315
38628,Atascosa County,Texas,TX,319
23590,Austin County,Texas,TX,319
6594,Bailey County,Texas,TX,319
17645,Bandera County,Texas,TX,341
4093,Baylor County,Texas,TX,319
